code,city,name,country
hry,henbury,henbury,australia
hrz,horizontina,horizontina,brazil
hsb,harrisburg,raleigh,"usa, il"
hsc,shaoguan,shaoguan,pr china
hsg,saga,saga,japan
hsh,las vegas,henderson sky harbor,"usa, nv"
hsi,hastings,hastings,"usa, ne"
hsl,huslia,huslia,"usa, ak"
hsm,horsham,horsham,australia
hsn,zhoushan,zhoushan,pr china
hsp,hot springs,ingalls field,"usa, va"
hss,hissar,hissar,india
hst,homestead,afb,"usa, fl"
hsv,huntsville,madison county,"usa, al"
hsz,hsinchu,hsinchu,taiwan
hta,chita,chita,russia
htb,terre-de-bas,terre-de-bas,guadeloupe
htf,hatfield,hatfield,united kingdom
htg,hatanga,hatanga,russia
hth,hawthorne,hawthorne,"usa, nv"
hti,hamilton island,hamilton island,australia
htl,houghton,roscommon county,"usa, mi"
htn,hotan,hotan,pr china
hto,east hampton,east hampton,"usa, ny"
htr,hateruma,hateruma,japan
hts,huntington,tri-state/milton,"usa, wv"
htu,hopetoun,hopetoun,australia
htv,huntsville,huntsville,"usa, tx"
htw,chesapeake,huntington county,"usa, oh"
htz,hato corozal,hato corozal,colombia
hua,huntsville,redstone aaf,"usa, al"
hub,humbert river,humbert river,australia
huc,humacao,humacao airport,puerto rico
hud,humboldt,humboldt,"usa, ia"
hue,humera,humera,ethiopia
huf,terre haute,hulman field,"usa, in"
hug,huehuetenango,huehuetenango,guatemala
huh,huahine,huahine,french polynesia
hui,hue,phu bai,viet nam
huj,hugo,hugo,"usa, ok"
huk,hukuntsi,hukuntsi,botswana
hul,houlton,international,"usa, me"
hum,houma,terrebonne,"usa, la"
hun,hualien,hualien,taiwan
huq,houn,houn,libya
hus,hughes,municipal,"usa, ak"
hut,hutchinson,hutchinson,"usa, ks"
huu,huanuco,huanuco,peru
huv,hudiksvall,hudiksvall,sweden
hux,huatulco,huatulco,mexico
huy,humberside,humberside airport,united kingdom
huz,huizhou,huizhou,pr china
hva,analalava,analalava,madagascar
hvb,hervey bay,hervey bay,australia
hvd,khovd,khovd,mongolia
hve,hanksville,intermediate,"usa, ut"
hvg,honningsvag,valan,norway
hvk,holmavik,holmavik,iceland
hvm,hvammstangi,hvammstangi,iceland
hvn,new haven,new haven,"usa, ct"
hvr,havre,city county,"usa, mt"
hvs,hartsville,municipal,"usa, sc"
hwa,hawabango,hawabango,papua new guinea
hwd,hayward,air terminal,"usa, ca"
hwi,hawk inlet,spb,"usa, ak"
hwk,hawker,wilpena pound,australia
hwn,hwange nat park,hwange nat park,zimbabwe
hwo,hollywood,north perry,"usa, fl"
hxx,hay,hay,australia
hya,hyannis,barnstable,"usa, ma"
hyc,high wycombe,high wycombe,united kingdom
hyd,hyderabad,begumpet,india
hyf,hayfields,hayfields,papua new guinea
hyg,hydaburg,spb,"usa, ak"
hyl,hollis,spb,"usa, ak"
hyn,huangyan,huangyan,pr china
hyr,hayward,municipal,"usa, wi"
hys,hays,municipal,"usa, ks"
hyv,hyvinkaa,hyvinkaa,finland
hzb,hazebrouck,merville/calonne,france
hzg,hanzhong,hanzhong,pr china
hzk,husavik,husavik,iceland
hzl,hazleton,hazleton,"usa, pa"
hzv,hazyview,hazyview,south africa
iaa,igarka,igarka,russia
iab,wichita,mcconnell afb,"usa, ks"
iad,washington,dulles international,"usa, dc"
iag,niagara falls,international,"usa, ny"
iah,houston,george bush intercntl.,"usa, tx"
iam,in amenas,in amenas,algeria
ian,kiana,bob barker memorial,"usa, ak"
iaq,bahregan,bahregan,iran
iar,yaroslavl,yaroslavl,russia
ias,iasi,iasi,romania
iau,iaura,iaura,papua new guinea
iba,ibadan,ibadan,nigeria
ibe,ibague,ibague,colombia
ibi,iboki,iboki,papua new guinea
ibo,ibo,ibo,mozambique
ibp,iberia,iberia,peru
ibz,ibiza,ibiza,"balearic islands, spain"
ica,icabaru,icabaru,venezuela
ici,cicia,cicia,fiji
ick,nieuw nickerie,nieuw nickerie,suriname
icl,clarinda,municipal,"usa, ia"
icn,seoul,incheon international airport,south korea
ico,sicogon island,sicogon island,philippines
icr,nicaro,nicaro,cuba
ict,wichita,mid-continent,"usa, ks"
icy,icy bay,icy bay,"usa, ak"
ida,idaho falls,fanning field,"usa, id"
idb,idre,idre,sweden
idf,idiofa,idiofa,congo (drc)
idg,ida grove,municipal,"usa, ia"
idi,indiana,indiana,"usa, pa"
idk,indulkana,indulkana,australia
idn,indagen,indagen,papua new guinea
ido,santa isabel do morro,santa isabel do morro,brazil
idp,independence,independence,"usa, ks"
idr,indore,indore,india
idy,ile d'yeu,ile d'yeu,france
ieg,zielona gora,babimost,poland
iej,iejima,iejima,japan
ies,riesa,riesa,germany
iev,kiev,zhulhany,ukraine
ifa,iowa falls,iowa falls,"usa, ia"
iff,iffley,iffley,australia
ifj,isafjordur,isafjordur,iceland
ifl,innisfail,innisfail,australia
ifn,isfahan,isfahan,iran
ifo,ivano-frankovsk,ivano-frankovsk,ukraine
ifp,bullhead city,laughlin bullhead international,"usa, az"
iga,inagua,inagua,bahamas
igb,ingeniero jacobacci,ingeniero jacobacci,argentina
ige,iguela,iguela,gabon
igg,igiugig,igiugig,"usa, ak"
igh,ingham,ingham,australia
igl,izmir,cigli military airport,turkey
igm,kingman,kingman,"usa, az"
ign,iligan,maria cristina,philippines
igo,chigorodo,chigorodo,colombia
igr,iguazu,cataratas,argentina
igu,iguassu falls,cataratas,brazil
iha,niihama,niihama,japan
ihn,qishn,qishn,yemen
iho,ihosy,ihosy,madagascar
ihu,ihu,ihu,papua new guinea
iia,inishmaan,inishmaan,ireland
iin,nishinoomote,nishinoomote,japan
iis,nissan island,nissan island,papua new guinea
ijk,izhevsk,izhevsk,russia
iju,ijui,j.batista bos filho,brazil
ijx,jacksonville,municipal,"usa, il"
ika,tehran,imam khomeini international airport,iran
ikb,wilkesboro,wilkes county,"usa, nc"
iki,iki,iki,japan
ikk,kankakee,greater kankakee,"usa, il"
ikl,ikela,ikela,congo (drc)
iko,nikolski,nikolski afs,"usa, ak"
ikp,inkerman,inkerman,australia
iks,tiksi,tiksi,russia
ikt,irkutsk,irkutsk,russia
ila,illaga,illaga,indonesia
ilb,ilha solteira,ilha solteira,brazil
ile,killeen,municipal,"usa, tx"
ilf,ilford,ilford,canada
ilg,wilmington,greater wilmington,"usa, de"
ilh,illisheim,illis airbase,germany
ili,iliamna,iliamna,"usa, ak"
ilk,ilaka,ilaka,madagascar
ill,willmar,willmar,"usa, mn"
ilm,wilmington,new hanover county,"usa, nc"
iln,wilmington,clinton field,"usa, oh"
ilo,iloilo,mandurriao,philippines
ilp,ile des pins,ile des pins,new caledonia
ilq,ilo,ilo,peru
ilr,ilorin,ilorin,nigeria
ilu,kilaguni,kilaguni,kenya
ilx,ileg,ileg,papua new guinea
ily,islay,glenegedale,united kingdom
ilz,zilina,zilina,slovakia
ima,iamalele,iamalele,papua new guinea
imb,imbaimadai,imbaimadai,guyana
imd,imonda,imonda,papua new guinea
imf,imphal,municipal,india
img,inhaminga,inhaminga,mozambique
imi,ine island,ine island,marshall islands
imk,simikot,simikot,nepal
iml,imperial,imperial,"usa, ne"
imm,immokalee,immokalee,"usa, fl"
imn,imane,imane,papua new guinea
imo,zemio,zemio,central african republic
imp,imperatriz,imperatriz,brazil
imt,iron mountain,ford,"usa, mi"
imz,nimroz,nimroz,afghanistan
ina,inta,inta,russia
inb,independence,independence,belize
inc,yinchuan,yinchuan,pr china
ind,indianapolis,indianapolis international,"usa, in"
ine,chinde,chinde,mozambique
inf,in guezzam,in guezzam,algeria
ing,lago argentino,lago argentino,argentina
inh,inhambane,inhambane,mozambique
ini,nis,nis,serbia
inj,injune,injune,australia
ink,wink,wink,"usa, tx"
inl,international falls,falls international,"usa, mn"
inm,innamincka,innamincka,australia
inn,innsbruck,kranebitten,austria
ino,inongo,inongo,congo (drc)
inq,inisheer,inisheer,ireland
inr,sault ste marie,kincheloe afb,"usa, mi"
ins,indian springs,af aux,"usa, nv"
int,winston salem,smith-reynolds,"usa, nc"
inu,nauru island,international,nauru
inv,inverness,inverness,united kingdom
inw,winslow,winslow,"usa, az"
inx,inanwatan,inanwatan,indonesia
iny,inyati,inyati,south africa
inz,in salah,in salah,algeria
ioa,ioannina,ioannina,greece
iok,iokea,iokea,papua new guinea
iom,isle of man,ronaldsway,united kingdom
ion,impfondo,impfondo,congo (roc)
iop,ioma,ioma,papua new guinea
ior,inishmore,kilronan,ireland
ios,ilheus,eduardo gomes,brazil
iou,ile ouen,ile ouen,new caledonia
iow,iowa city,iowa city,"usa, ia"
ipa,ipota,ipota,vanuatu
ipc,easter island,mataveri international,chile
ipe,ipil,ipil,philippines
ipg,ipiranga,ipiranga,brazil
iph,ipoh,ipoh,malaysia
ipi,ipiales,san luis,colombia
ipl,imperial,imperial county airport,"usa, ca"
ipn,ipatinga,usiminas,brazil
ipt,williamsport,lycoming county,"usa, pa"
ipu,ipiau,ipiau,brazil
ipw,ipswich,ipswich,united kingdom
iqm,qiemo,qiemo,pr china
iqn,qingyang,qingyang,pr china
iqq,iquique,cavancha,chile
iqt,iquitos,c.f. secada,peru
ira,kirakira,kirakira,solomon islands
irb,iraan,municipal,"usa, tx"
irc,circle,circle city,"usa, ak"
ird,ishurdi,ishurdi,bangladesh
ire,irece,irece,brazil
irg,lockhart river,lockhart river,australia
iri,iringa,nduli,tanzania
irj,la rioja,la rioja,argentina
irk,kirksville,municipal,"usa, mo"
irn,iriona,iriona,honduras
iro,birao,birao,central african republic
irp,isiro,matari,congo (drc)
irs,sturgis,kirsch municipal,"usa, mi"
isa,mount isa,mount isa,australia
isb,islamabad,islamabad international,pakistan
isc,isles of scilly,st marys,united kingdom
isd,iscuande,iscuande,colombia
ise,isparta,isparta,turkey
isg,ishigaki,ishigaki,japan
ish,ischia,ischia,italy
isi,isisford,isisford,australia
isj,isla mujeres,isla mujeres,mexico
isk,nasik,gandhinagar airport,india
isl,isabel pass,isabel pass,"usa, ak"
ism,kissimmee,municipal,"usa, fl"
isn,williston,sloulin field international,"usa, nd"
iso,kinston,stallings field,"usa, nc"
isp,islip,long island macarthur,"usa, ny"
isq,manistique,schoolcraft county,"usa, mi"
iss,wiscasset,wiscasset,"usa, me"
ist,istanbul,ataturk,turkey
isw,wisconsin rapids,alexander field,"usa, wi"
ita,itacoatiara,itacoatiara,brazil
itb,itaituba,itaituba,brazil
ite,itubera,itubera,brazil
ith,ithaca,tompkins county,"usa, ny"
iti,itambacuri,itambacuri,brazil
itk,itokama,itokama,papua new guinea
itm,osaka,itami,japan
itn,itabuna,itabuna,brazil
ito,hilo,hilo international,"usa, hi"
itp,itaperuna,itaperuna,brazil
itq,itaqui,itaqui,brazil
itr,itumbiara,itumbiara,brazil
iue,niue island,hanan,niue
iul,ilu,ilu,indonesia
ium,summit lake,summit lake,canada
ius,inus,inus,papua new guinea
iva,ambanja,ambanja,madagascar
ivc,invercargill,invercargill,new zealand
ivg,ivangrad (berane),dolac airport,montenegro
ivh,ivishak,ivishak,"usa, ak"
ivl,ivalo,ivalo,finland
ivo,chivolo,chivolo,colombia
ivr,inverell,inverell,australia
ivw,inverway,inverway,australia
iwa,ivanova,ivanova,russia
iwd,ironwood,gogebic county,"usa, mi"
iwj,iwami,iwami,japan
iwo,iwo jima vol,iwo jima airbase,japan
iws,houston,west houston,"usa, tx"
ixa,agartala,singerbhil,india
ixb,bagdogra,bagdogra,india
ixc,chandigarh,chandigarh,india
ixd,allahabad,bamrauli,india
ixe,mangalore,bajpe,india
ixg,belgaum,sambre,india
ixh,kailashahar,kailashahar,india
ixi,lilabari,lilabari,india
ixj,jammu,satwari,india
ixk,keshod,keshod,india
ixl,leh,leh,india
ixm,madurai,madurai,india
ixn,khowai,khowai,india
ixp,pathankot,pathankot,india
ixq,kamalpur,kamalpur,india
ixr,ranchi,ranchi,india
ixs,silchar,kumbhirgram,india
ixt,pasighat,pasighat,india
ixu,aurangabad,chikkalthana,india
ixv,along,along,india
ixw,jamshedpur,sonari,india
ixy,kandla,kandla,india
ixz,port blair,port blair,india
iyk,inyokern,kern county,"usa, ca"
izm,izmir,metropolitan area,turkey
izo,izumo,izumo,japan
izt,ixtepec,ixtepec,mexico
jaa,jalalabad,jalalabad,afghanistan
jab,jabiru,jabiru,australia
jac,jackson,jackson hole,"usa, wy"
jad,jandakot,jandakot,australia
jae,atlanta,technology park,"usa, ga"
jaf,jaffna,kankesanturai,sri lanka
jag,jacobabad,jacobabad,pakistan
jah,aubagne,agora helipad,france
jai,jaipur,sanganeer,india
jaj,atlanta,perimeter mall,"usa, ga"
jak,jacmel,jacmel,haiti
jal,jalapa,jalapa,mexico
jam,jambol,jambol,bulgaria
jan,jackson,jackson international,"usa, ms"
jao,atlanta,beaver ruin,"usa, ga"
jap,punta renes,punta renes,costa rica
jaq,jacquinot bay,jacquinot bay,papua new guinea
jas,jasper,county,"usa, tx"
jat,jabot,jabot,marshall islands
jau,jauja,jauja,peru
jav,ilulissat,ilulissat,greenland
jax,jacksonville,international,"usa, fl"
jbc,boston,boston city heliport,"usa, ma"
jbk,berkeley,berkeley,"usa, ca"
jbp,los angeles,commerce bus. plaza,"usa, ca"
jbr,jonesboro,jonesboro,"usa, ar"
jbs,pleasanton,hacienda bus.park h/p,"usa, ca"
jbt,bethel,city landing,"usa, ak"
jca,cannes,croisette heliport,france
jcb,joacaba,joacaba,brazil
jcc,san francisco,china basin heliport,"usa, ca"
jcd,st croix island,downtown heliport,u.s. virgin islands
jce,oakland,convention center h/p,"usa, ca"
jch,qasigiannguit,qasigiannguit,greenland
jci,kansas city,johnson industrial,"usa, mo"
jcj,cheju,chu ja heliport,south korea
jck,julia creek,julia creek,australia
jcm,jacobina,jacobina,brazil
jcn,incheon,heliport,south korea
jco,comino,heliport,malta
jcr,jacareacanga,jacareacanga,brazil
jct,junction,kimble county,"usa, tx"
jcu,ceuta,ceuta heliport,spain
jcx,los angeles,citicorp plaza h/p,"usa, ca"
jcy,johnson,johnson,"usa, tx"
jda,john day,john day,"usa, or"
jdb,dallas/fort worth,downtown heliport,"usa, tx"
jdf,juiz de fora,francisco de assis,brazil
jdh,jodhpur,jodhpur,india
jdm,miami,downtown heliport,"usa, fl"
jdn,jordan,jordan,"usa, mt"
jdo,juazeiro do norte,regional do cariri,brazil
jdp,paris,heliport de paris,france
jdt,minneapolis,downtown heliport,"usa, mn"
jdy,downey,heliport,"usa, ca"
jdz,jingdezhen,jingdezhen,pr china
jed,jeddah,king abdulaziz international,saudi arabia
jee,jeremie,jeremie,haiti
jef,jefferson city,jefferson memorial,"usa, mo"
jeg,aasiaat,aasiaat,greenland
jej,jeh,jeh,marshall islands
jem,emeryville,heliport,"usa, ca"
jeq,jequie,jequie,brazil
jer,jersey,states,united kingdom
jev,evry,heliport,france
jfk,new york,john f kennedy international,"usa, ny"
jfm,fremantle,heliport,australia
jfn,jefferson,ashtabula,"usa, oh"
jfr,paamiut,paamiut,greenland
jga,jamnagar,govardhanpur,india
jgb,jagdalpur,jagdalpur,india
jgc,grand canyon,heliport,"usa, az"
jge,geoje,heliport,south korea
jgl,atlanta,galleria,"usa, ga"
jgn,jiayuguan,jiayuguan,pr china
jgo,qeqertarsuaq,qeqertarsuaq,greenland
jgp,houston,greenway plaza h/p,"usa, tx"
jgq,houston,transco twr galleria,"usa, tx"
jgr,groennedal,heliport,greenland
jgx,glendale,heliport,"usa, ca"
jhb,johor bahru,sultan ismail international,malaysia
jhc,garden city,island heliport,"usa, ny"
jhe,angelholm/helsingborg,heliport,sweden
jhg,jinghong,gasa,pr china
jhm,kapalua,kapalua,"usa, hi"
jhq,shute harbour,shute harbour h/p,australia
jhs,sisimiut,sisimiut,greenland
jhw,jamestown,jamestown,"usa, ny"
jhy,cambridge,hyatt regency h/p,"usa, ma"
jia,juina,juina,brazil
jib,djibouti,ambouli,djibouti
jid,los angeles,city of industry h/p,"usa, ca"
jij,jijiga,jigiga,ethiopia
jik,ikaria island,ikaria,greece
jil,jilin,jilin,pr china
jim,jimma,jimma,ethiopia
jin,jinja,jinja,uganda
jio,ontario,international heliport,"usa, ca"
jip,jipijapa,jipijapa,ecuador
jir,jiri,jiri,nepal
jiu,jiujiang,jiujiang,pr china
jiw,jiwani,jiwani,pakistan
jji,juanjui,juanjui,peru
jjn,jinjiang,jinjiang,pr china
jju,qaqortoq,heliport,greenland
jkg,jonkoping,axamo,sweden
jkh,chios,chios,greece
jkr,janakpur,janakpur,nepal
jkt,jakarta,metropolitan area,indonesia
jkv,jacksonville,jacksonville,"usa, tx"
jla,cooper lodge,quartz creek,"usa, ak"
jlb,long beach,heliport,"usa, ca"
jld,landskrona,heliport,sweden
jlh,arlington heights,us army heliport,"usa, il"
jln,joplin,joplin,"usa, mo"
jlo,jesolo,jesolo,italy
jlp,juan les pins,juan les pins,france
jlr,jabalpur,jabalpur,india
jls,jales,jales,brazil
jlx,los angeles,union station h/p,"usa, ca"
jma,houston,marriot astrodome,"usa, tx"
jmb,jamba,jamba,angola
jmc,sausalito,marin county,"usa, ca"
jmd,"dallas, fort worth",market centre h/p,"usa, tx"
jmh,schaumburg,marriott heliport,"usa, il"
jmk,mikonos,mikonos,greece
jmm,malmo,malmo harbour heliport,sweden
jmn,mankato,municipal heliport,"usa, mn"
jmo,jomsom,jomsom,nepal
jms,jamestown,jamestown,"usa, nd"
jmu,jiamusi,jiamusi,pr china
jmy,freetown,mammy yoko heliport,sierra leone
jna,januaria,januaria,brazil
jnb,johannesburg,johannesburg international,south africa
jng,jining,jining,pr china
jnh,"dallas, fort worth",north park inn h/p,"usa, tx"
jni,junin,junin,argentina
jnn,nanortalik,nanortalik,greenland
jnp,newport beach,heliport,"usa, ca"
jns,narsaq,heliport,greenland
jnu,juneau,juneau international,"usa, ak"
jnx,naxos,naxos airport,greece
jnz,jinzhou,jinzhou,pr china
joc,santa ana,centerport heliport,"usa, ca"
joe,joensuu,joensuu,finland
jog,yogyakarta,adisutjipto,indonesia
joh,port saint johns,port saint johns,south africa
joi,joinville,cubatao,brazil
jok,joshkar-ola,joshkar-ola,russia
jol,jolo,jolo,philippines
jom,njombe,njombe,tanzania
jon,johnston island,johnston island,us minor outlying islands
jop,josephstaal,josephstaal,papua new guinea
jor,orange,the city heliport,"usa, ca"
jos,jos,jos,nigeria
jot,joliet,municipal,"usa, il"
jpa,joao pessoa,castro pinto,brazil
jpd,pasadena,heliport,"usa, ca"
jpn,washington,pentagon army,"usa, dc"
jpr,ji-parana,ji-parana,brazil
jpt,houston,park ten heliport,"usa, tx"
jpu,paris,la defense heliport,france
jqa,qaarsut,qaarsut,greenland
jqe,jaque,jaque,panama
jra,new york,west 30th st heliport,"usa, ny"
jrb,new york,downtown manhattan h/p,"usa, ny"
jrc,rochester,municipal heliport,"usa, mn"
jrd,riverside,heliport,"usa, ca"
jre,new york,east 60th street h/p,"usa, ny"
jrh,jorhat,rowriah,india
jrk,arsuk,arsuk,greenland
jrn,juruena,juruena,brazil
jro,kilimanjaro,kilimanjaro,tanzania
jrs,jerusalem,atarot,israel
jsa,jaisalmer,jaisalmer,india
jsd,stratford,sikorsky heliport,"usa, ct"
jsg,san rafael,san rafael h/p,"usa, ca"
jsh,sitia,sitia,greece
jsi,skiathos,skiathos,greece
jsk,saint cloud,municipal heliport,"usa, mn"
jsl,atlantic city,steel pier heliport,"usa, nj"
jsm,jose de san martin,jose de san martin,argentina
jsn,los angeles,sherman oaks h/p,"usa, ca"
jso,sodertalje,sodertalje heliport,sweden
jsp,cheju,sogwipo heliport,south korea
jsr,jessore,jessore,bangladesh
jss,spetsai island,spetsai island,greece
jst,johnstown,cambria county,"usa, pa"
jsu,maniitsoq,heliport,greenland
jsy,syros island,syros island,greece
jsz,saint tropez,heliport,france
jti,jatai,jatai,brazil
jto,thousand oaks,heliport,"usa, ca"
jtr,thira,thira,greece
jty,astypalaia island,astypalaia,greece
jua,juara,juara,brazil
jub,juba,juba,sudan
juc,los angeles,universal city h/p,"usa, ca"
jui,juist,juist,germany
juj,jujuy,el cadillal,argentina
jul,juliaca,juliaca,peru
jum,jumla,jumla,nepal
jun,jundah,jundah,australia
juo,jurado,jurado,colombia
jup,upland,cable heliport,"usa, ca"
jur,jurien bay,jurien bay,australia
jut,juticalpa,juticalpa,honduras
juv,upernavik,heliport,greenland
juz,juzhou,juzhou,pr china
jva,ankavandra,ankavandra,madagascar
jvi,manville,kupper,"usa, nj"
jvl,janesville,rock county,"usa, wi"
jwa,jwaneng,jwaneng,botswana
jwc,los angeles,warner cntr bus. plaza,"usa, ca"
jwh,houston,westchase hilton h/p,"usa, tx"
jwl,houston,woodlawns,"usa, tx"
jwn,zanjan,zanjan,iran
jxn,jackson,reynolds municipal,"usa, mi"
jyv,jyvaskyla,jyvaskyla,finland
kaa,kasama,kasama,zambia
kab,kariba,kariba,zimbabwe
kac,kameshli,kameshli,syria
kad,kaduna,kaduna,nigeria
kae,kake,spb,"usa, ak"
kaf,karato,karato,papua new guinea
kag,kangnung,kangnung,south korea
kah,melbourne,city heliport,australia
kai,kaieteur,kaieteur,guyana
kaj,kajaani,kajaani,finland
kak,kar,kar,papua new guinea
kal,kaltag,kaltag,"usa, ak"
kam,kamaran is,kamaran is,yemen
kan,kano,aminu kano international apt,nigeria
kao,kuusamo,kuusamo,finland
kap,kapanga,kapanga,congo (drc)
kaq,kamulai,kamulai,papua new guinea
kar,kamarang,kamarang,guyana
kas,karasburg,karasburg,namibia
kat,kaitaia,kaitaia,new zealand
kau,kauhava,kauhava,finland
kav,kavanayen,kavanayen,venezuela
kaw,kawthaung,kawthaung,myanmar
kax,kalbarri,kalbarri,australia
kay,wakaya island,wakaya island,fiji
kaz,kau,kau,indonesia
kba,kabala,kabala,sierra leone
kbb,kirkimbie,kirkimbie,australia
kbc,birch creek,birch creek,"usa, ak"
kbd,kimberley downs,kimberley downs,australia
kbe,bell island,hot springs spb,"usa, ak"
kbf,karubaga,karubaga,indonesia
kbg,kabalega falls,kabalega falls,uganda
kbh,kalat,kalat,pakistan
kbi,kribi,kribi,cameroon
kbj,kings canyon,king canyon,australia
kbk,klag bay,klag bay,"usa, ak"
